"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"26","Michigan","26001000100","Alcona County, MI - 26001000100","2021","0.63","",
"26","Michigan","26001970100","Alcona County, MI - 26001970100","2021","0.67","",
"26","Michigan","26001970400","Alcona County, MI - 26001970400","2021","0.74","",
"26","Michigan","26001970500","Alcona County, MI - 26001970500","2021","0.75","",
"26","Michigan","26001970600","Alcona County, MI - 26001970600","2021","0.69","",
"26","Michigan","26001990000","Alcona County, MI - 26001990000","2021","0.04","",
"26","Michigan","26003000100","Alger County, MI - 26003000100","2021","0.73","",
"26","Michigan","26003000200","Alger County, MI - 26003000200","2021","0.67","",
"26","Michigan","26003000300","Alger County, MI - 26003000300","2021","0.75","",
"26","Michigan","26003990000","Alger County, MI - 26003990000","2021","0.06","",
"26","Michigan","26005030200","Allegan County, MI - 26005030200","2021","0.75","",
"26","Michigan","26005030300","Allegan County, MI - 26005030300","2021","0.76","",
"26","Michigan","26005030401","Allegan County, MI - 26005030401","2021","0.76","",
"26","Michigan","26005030402","Allegan County, MI - 26005030402","2021","0.75","",
"26","Michigan","26005030500","Allegan County, MI - 26005030500","2021","0.75","",
"26","Michigan","26005030600","Allegan County, MI - 26005030600","2021","0.78","",
"26","Michigan","26005030702","Allegan County, MI - 26005030702","2021","0.77","",
"26","Michigan","26005030703","Allegan County, MI - 26005030703","2021","0.77","",
"26","Michigan","26005030704","Allegan County, MI - 26005030704","2021","0.78","",
"26","Michigan","26005030800","Allegan County, MI - 26005030800","2021","0.71","",
"26","Michigan","26005030901","Allegan County, MI - 26005030901","2021","0.72","",
"26","Michigan","26005030902","Allegan County, MI - 26005030902","2021","0.74","",
"26","Michigan","26005031000","Allegan County, MI - 26005031000","2021","0.76","",
"26","Michigan","26005031100","Allegan County, MI - 26005031100","2021","0.75","",
"26","Michigan","26005031200","Allegan County, MI - 26005031200","2021","0.66","",
"26","Michigan","26005031300","Allegan County, MI - 26005031300","2021","0.78","",
"26","Michigan","26005031800","Allegan County, MI - 26005031800","2021","0.76","",
"26","Michigan","26005031900","Allegan County, MI - 26005031900","2021","0.73","",
"26","Michigan","26005032000","Allegan County, MI - 26005032000","2021","0.77","",
"26","Michigan","26005032100","Allegan County, MI - 26005032100","2021","0.76","",
"26","Michigan","26005032200","Allegan County, MI - 26005032200","2021","0.58","",
"26","Michigan","26005032401","Allegan County, MI - 26005032401","2021","0.60","",
"26","Michigan","26005032402","Allegan County, MI - 26005032402","2021","0.75","",
"26","Michigan","26005032600","Allegan County, MI - 26005032600","2021","0.64","",
"26","Michigan","26005990000","Allegan County, MI - 26005990000","2021","0.05","",
"26","Michigan","26007000100","Alpena County, MI - 26007000100","2021","0.74","",
"26","Michigan","26007000200","Alpena County, MI - 26007000200","2021","0.73","",
"26","Michigan","26007000300","Alpena County, MI - 26007000300","2021","0.54","",
"26","Michigan","26007000400","Alpena County, MI - 26007000400","2021","0.32","",
"26","Michigan","26007000500","Alpena County, MI - 26007000500","2021","0.47","",
"26","Michigan","26007000600","Alpena County, MI - 26007000600","2021","0.70","",
"26","Michigan","26007000700","Alpena County, MI - 26007000700","2021","0.72","",
"26","Michigan","26007000800","Alpena County, MI - 26007000800","2021","0.50","",
"26","Michigan","26007000900","Alpena County, MI - 26007000900","2021","0.54","",
"26","Michigan","26007990000","Alpena County, MI - 26007990000","2021","0.05","",
"26","Michigan","26009960100","Antrim County, MI - 26009960100","2021","0.61","",
"26","Michigan","26009960200","Antrim County, MI - 26009960200","2021","0.79","",
"26","Michigan","26009960300","Antrim County, MI - 26009960300","2021","0.67","",
"26","Michigan","26009960400","Antrim County, MI - 26009960400","2021","0.71","",
"26","Michigan","26009960500","Antrim County, MI - 26009960500","2021","0.59","",
"26","Michigan","26009960600","Antrim County, MI - 26009960600","2021","0.41","",
"26","Michigan","26009960700","Antrim County, MI - 26009960700","2021","0.75","",
"26","Michigan","26009990000","Antrim County, MI - 26009990000","2021","0.06","",
"26","Michigan","26011970100","Arenac County, MI - 26011970100","2021","0.76","",
"26","Michigan","26011970200","Arenac County, MI - 26011970200","2021","0.75","",
"26","Michigan","26011970300","Arenac County, MI - 26011970300","2021","0.74","",
"26","Michigan","26011970400","Arenac County, MI - 26011970400","2021","0.40","",
"26","Michigan","26011970500","Arenac County, MI - 26011970500","2021","0.72","",
"26","Michigan","26011990000","Arenac County, MI - 26011990000","2021","0.05","",
"26","Michigan","26011990100","Arenac County, MI - 26011990100","2021","0.05","",
"26","Michigan","26013000100","Baraga County, MI - 26013000100","2021","0.76","",
"26","Michigan","26013000200","Baraga County, MI - 26013000200","2021","0.75","",
"26","Michigan","26013990100","Baraga County, MI - 26013990100","2021","0.05","",
"26","Michigan","26015010100","Barry County, MI - 26015010100","2021","0.76","",
"26","Michigan","26015010200","Barry County, MI - 26015010200","2021","0.78","",
"26","Michigan","26015010300","Barry County, MI - 26015010300","2021","0.76","",
"26","Michigan","26015010401","Barry County, MI - 26015010401","2021","0.76","",
"26","Michigan","26015010402","Barry County, MI - 26015010402","2021","0.72","",
"26","Michigan","26015010500","Barry County, MI - 26015010500","2021","0.75","",
"26","Michigan","26015010600","Barry County, MI - 26015010600","2021","0.75","",
"26","Michigan","26015010700","Barry County, MI - 26015010700","2021","0.76","",
"26","Michigan","26015010800","Barry County, MI - 26015010800","2021","0.76","",
"26","Michigan","26015011300","Barry County, MI - 26015011300","2021","0.75","",
"26","Michigan","26015011400","Barry County, MI - 26015011400","2021","0.77","",
"26","Michigan","26017280300","Bay County, MI - 26017280300","2021","0.47","",
"26","Michigan","26017280400","Bay County, MI - 26017280400","2021","0.51","",
"26","Michigan","26017280500","Bay County, MI - 26017280500","2021","0.59","",
"26","Michigan","26017280600","Bay County, MI - 26017280600","2021","0.51","",
"26","Michigan","26017280700","Bay County, MI - 26017280700","2021","0.46","",
"26","Michigan","26017280800","Bay County, MI - 26017280800","2021","0.55","",
"26","Michigan","26017280900","Bay County, MI - 26017280900","2021","0.54","",
"26","Michigan","26017281000","Bay County, MI - 26017281000","2021","0.54","",
"26","Michigan","26017281300","Bay County, MI - 26017281300","2021","0.51","",
"26","Michigan","26017285100","Bay County, MI - 26017285100","2021","0.54","",
"26","Michigan","26017285201","Bay County, MI - 26017285201","2021","0.74","",
"26","Michigan","26017285202","Bay County, MI - 26017285202","2021","0.53","",
"26","Michigan","26017285300","Bay County, MI - 26017285300","2021","0.76","",
"26","Michigan","26017285400","Bay County, MI - 26017285400","2021","0.71","",
"26","Michigan","26017285500","Bay County, MI - 26017285500","2021","0.72","",
"26","Michigan","26017285600","Bay County, MI - 26017285600","2021","0.73","",
"26","Michigan","26017285700","Bay County, MI - 26017285700","2021","0.73","",
"26","Michigan","26017285800","Bay County, MI - 26017285800","2021","0.59","",
"26","Michigan","26017285900","Bay County, MI - 26017285900","2021","0.55","",
"26","Michigan","26017286000","Bay County, MI - 26017286000","2021","0.46","",
"26","Michigan","26017286100","Bay County, MI - 26017286100","2021","0.71","",
"26","Michigan","26017286200","Bay County, MI - 26017286200","2021","0.70","",
"26","Michigan","26017286300","Bay County, MI - 26017286300","2021","0.65","",
"26","Michigan","26017286400","Bay County, MI - 26017286400","2021","0.77","",
"26","Michigan","26017286500","Bay County, MI - 26017286500","2021","0.38","",
