"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"23","Maine","23001010100","Androscoggin County, ME - 23001010100","2021","0.47","",
"23","Maine","23001010200","Androscoggin County, ME - 23001010200","2021","0.63","",
"23","Maine","23001010300","Androscoggin County, ME - 23001010300","2021","0.57","",
"23","Maine","23001010400","Androscoggin County, ME - 23001010400","2021","0.65","",
"23","Maine","23001010500","Androscoggin County, ME - 23001010500","2021","0.55","",
"23","Maine","23001010600","Androscoggin County, ME - 23001010600","2021","0.76","",
"23","Maine","23001010700","Androscoggin County, ME - 23001010700","2021","0.68","",
"23","Maine","23001010800","Androscoggin County, ME - 23001010800","2021","0.66","",
"23","Maine","23001020100","Androscoggin County, ME - 23001020100","2021","0.33","",
"23","Maine","23001020200","Androscoggin County, ME - 23001020200","2021","0.49","",
"23","Maine","23001020300","Androscoggin County, ME - 23001020300","2021","0.47","",
"23","Maine","23001020400","Androscoggin County, ME - 23001020400","2021","0.48","",
"23","Maine","23001020500","Androscoggin County, ME - 23001020500","2021","0.58","",
"23","Maine","23001020600","Androscoggin County, ME - 23001020600","2021","0.71","",
"23","Maine","23001020700","Androscoggin County, ME - 23001020700","2021","0.69","",
"23","Maine","23001020800","Androscoggin County, ME - 23001020800","2021","0.75","",
"23","Maine","23001020900","Androscoggin County, ME - 23001020900","2021","0.68","",
"23","Maine","23001030100","Androscoggin County, ME - 23001030100","2021","0.75","",
"23","Maine","23001030200","Androscoggin County, ME - 23001030200","2021","0.74","",
"23","Maine","23001040000","Androscoggin County, ME - 23001040000","2021","0.76","",
"23","Maine","23001041000","Androscoggin County, ME - 23001041000","2021","0.71","",
"23","Maine","23001041500","Androscoggin County, ME - 23001041500","2021","0.76","",
"23","Maine","23001042000","Androscoggin County, ME - 23001042000","2021","0.75","",
"23","Maine","23001043000","Androscoggin County, ME - 23001043000","2021","0.76","",
"23","Maine","23001044000","Androscoggin County, ME - 23001044000","2021","0.73","",
"23","Maine","23001045000","Androscoggin County, ME - 23001045000","2021","0.74","",
"23","Maine","23001046000","Androscoggin County, ME - 23001046000","2021","0.75","",
"23","Maine","23001046500","Androscoggin County, ME - 23001046500","2021","0.75","",
"23","Maine","23003950100","Aroostook County, ME - 23003950100","2021","0.73","",
"23","Maine","23003950200","Aroostook County, ME - 23003950200","2021","0.75","",
"23","Maine","23003950300","Aroostook County, ME - 23003950300","2021","0.74","",
"23","Maine","23003950400","Aroostook County, ME - 23003950400","2021","0.69","",
"23","Maine","23003950600","Aroostook County, ME - 23003950600","2021","0.73","",
"23","Maine","23003950700","Aroostook County, ME - 23003950700","2021","0.77","",
"23","Maine","23003950900","Aroostook County, ME - 23003950900","2021","0.75","",
"23","Maine","23003951000","Aroostook County, ME - 23003951000","2021","0.75","",
"23","Maine","23003951100","Aroostook County, ME - 23003951100","2021","0.74","",
"23","Maine","23003951200","Aroostook County, ME - 23003951200","2021","0.73","",
"23","Maine","23003951300","Aroostook County, ME - 23003951300","2021","0.72","",
"23","Maine","23003951400","Aroostook County, ME - 23003951400","2021","0.73","",
"23","Maine","23003951600","Aroostook County, ME - 23003951600","2021","0.71","",
"23","Maine","23003951700","Aroostook County, ME - 23003951700","2021","0.74","",
"23","Maine","23003951800","Aroostook County, ME - 23003951800","2021","0.72","",
"23","Maine","23003951900","Aroostook County, ME - 23003951900","2021","0.75","",
"23","Maine","23003952000","Aroostook County, ME - 23003952000","2021","0.71","",
"23","Maine","23003952100","Aroostook County, ME - 23003952100","2021","0.75","",
"23","Maine","23003952300","Aroostook County, ME - 23003952300","2021","0.76","",
"23","Maine","23003952400","Aroostook County, ME - 23003952400","2021","0.74","",
"23","Maine","23003952500","Aroostook County, ME - 23003952500","2021","0.71","",
"23","Maine","23003952600","Aroostook County, ME - 23003952600","2021","0.77","",
"23","Maine","23003952700","Aroostook County, ME - 23003952700","2021","0.76","",
"23","Maine","23003952900","Aroostook County, ME - 23003952900","2021","0.76","",
"23","Maine","23005000100","Cumberland County, ME - 23005000100","2021","0.42","",
"23","Maine","23005000200","Cumberland County, ME - 23005000200","2021","0.36","",
"23","Maine","23005000300","Cumberland County, ME - 23005000300","2021","0.18","",
"23","Maine","23005000500","Cumberland County, ME - 23005000500","2021","0.27","",
"23","Maine","23005000600","Cumberland County, ME - 23005000600","2021","0.27","",
"23","Maine","23005001000","Cumberland County, ME - 23005001000","2021","0.51","",
"23","Maine","23005001100","Cumberland County, ME - 23005001100","2021","0.39","",
"23","Maine","23005001200","Cumberland County, ME - 23005001200","2021","0.45","",
"23","Maine","23005001300","Cumberland County, ME - 23005001300","2021","0.44","",
"23","Maine","23005001500","Cumberland County, ME - 23005001500","2021","0.41","",
"23","Maine","23005001700","Cumberland County, ME - 23005001700","2021","0.62","",
"23","Maine","23005001800","Cumberland County, ME - 23005001800","2021","0.50","",
"23","Maine","23005001900","Cumberland County, ME - 23005001900","2021","0.58","",
"23","Maine","23005002001","Cumberland County, ME - 23005002001","2021","0.60","",
"23","Maine","23005002002","Cumberland County, ME - 23005002002","2021","0.55","",
"23","Maine","23005002101","Cumberland County, ME - 23005002101","2021","0.66","",
"23","Maine","23005002102","Cumberland County, ME - 23005002102","2021","0.63","",
"23","Maine","23005002200","Cumberland County, ME - 23005002200","2021","0.62","",
"23","Maine","23005002300","Cumberland County, ME - 23005002300","2021","0.44","",
"23","Maine","23005002400","Cumberland County, ME - 23005002400","2021","0.19","",
"23","Maine","23005002501","Cumberland County, ME - 23005002501","2021","0.35","",
"23","Maine","23005002502","Cumberland County, ME - 23005002502","2021","0.74","",
"23","Maine","23005002600","Cumberland County, ME - 23005002600","2021","0.73","",
"23","Maine","23005002700","Cumberland County, ME - 23005002700","2021","0.72","",
"23","Maine","23005002800","Cumberland County, ME - 23005002800","2021","0.54","",
"23","Maine","23005002900","Cumberland County, ME - 23005002900","2021","0.65","",
"23","Maine","23005003000","Cumberland County, ME - 23005003000","2021","0.54","",
"23","Maine","23005003100","Cumberland County, ME - 23005003100","2021","0.45","",
"23","Maine","23005003200","Cumberland County, ME - 23005003200","2021","0.40","",
"23","Maine","23005003300","Cumberland County, ME - 23005003300","2021","0.59","",
"23","Maine","23005003400","Cumberland County, ME - 23005003400","2021","0.67","",
"23","Maine","23005003500","Cumberland County, ME - 23005003500","2021","0.31","",
"23","Maine","23005003701","Cumberland County, ME - 23005003701","2021","0.51","",
"23","Maine","23005003702","Cumberland County, ME - 23005003702","2021","0.57","",
"23","Maine","23005004001","Cumberland County, ME - 23005004001","2021","0.71","",
"23","Maine","23005004002","Cumberland County, ME - 23005004002","2021","0.73","",
"23","Maine","23005004100","Cumberland County, ME - 23005004100","2021","0.74","",
"23","Maine","23005004200","Cumberland County, ME - 23005004200","2021","0.47","",
"23","Maine","23005004401","Cumberland County, ME - 23005004401","2021","0.72","",
"23","Maine","23005004402","Cumberland County, ME - 23005004402","2021","0.37","",
"23","Maine","23005004501","Cumberland County, ME - 23005004501","2021","0.76","",
"23","Maine","23005004502","Cumberland County, ME - 23005004502","2021","0.53","",
"23","Maine","23005004600","Cumberland County, ME - 23005004600","2021","0.76","",
