"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"13","Georgia","13001950100","Appling County, GA - 13001950100","2021","0.68","",
"13","Georgia","13001950200","Appling County, GA - 13001950200","2021","0.67","",
"13","Georgia","13001950300","Appling County, GA - 13001950300","2021","0.66","",
"13","Georgia","13001950400","Appling County, GA - 13001950400","2021","0.69","",
"13","Georgia","13001950500","Appling County, GA - 13001950500","2021","0.70","",
"13","Georgia","13003960100","Atkinson County, GA - 13003960100","2021","0.72","",
"13","Georgia","13003960200","Atkinson County, GA - 13003960200","2021","0.71","",
"13","Georgia","13003960300","Atkinson County, GA - 13003960300","2021","0.71","",
"13","Georgia","13005970100","Bacon County, GA - 13005970100","2021","0.68","",
"13","Georgia","13005970201","Bacon County, GA - 13005970201","2021","0.70","",
"13","Georgia","13005970202","Bacon County, GA - 13005970202","2021","0.68","",
"13","Georgia","13007960100","Baker County, GA - 13007960100","2021","0.73","",
"13","Georgia","13007960200","Baker County, GA - 13007960200","2021","0.74","",
"13","Georgia","13009970100","Baldwin County, GA - 13009970100","2021","0.69","",
"13","Georgia","13009970200","Baldwin County, GA - 13009970200","2021","0.58","",
"13","Georgia","13009970300","Baldwin County, GA - 13009970300","2021","0.66","",
"13","Georgia","13009970400","Baldwin County, GA - 13009970400","2021","0.54","",
"13","Georgia","13009970500","Baldwin County, GA - 13009970500","2021","0.71","",
"13","Georgia","13009970600","Baldwin County, GA - 13009970600","2021","0.70","",
"13","Georgia","13009970701","Baldwin County, GA - 13009970701","2021","0.63","",
"13","Georgia","13009970702","Baldwin County, GA - 13009970702","2021","0.69","",
"13","Georgia","13009970800","Baldwin County, GA - 13009970800","2021","0.70","",
"13","Georgia","13011970100","Banks County, GA - 13011970100","2021","0.78","",
"13","Georgia","13011970200","Banks County, GA - 13011970200","2021","0.77","",
"13","Georgia","13011970300","Banks County, GA - 13011970300","2021","0.76","",
"13","Georgia","13011970400","Banks County, GA - 13011970400","2021","0.76","",
"13","Georgia","13013180103","Barrow County, GA - 13013180103","2021","0.73","",
"13","Georgia","13013180104","Barrow County, GA - 13013180104","2021","0.70","",
"13","Georgia","13013180105","Barrow County, GA - 13013180105","2021","0.74","",
"13","Georgia","13013180106","Barrow County, GA - 13013180106","2021","0.71","",
"13","Georgia","13013180107","Barrow County, GA - 13013180107","2021","0.70","",
"13","Georgia","13013180108","Barrow County, GA - 13013180108","2021","0.72","",
"13","Georgia","13013180203","Barrow County, GA - 13013180203","2021","0.70","",
"13","Georgia","13013180204","Barrow County, GA - 13013180204","2021","0.68","",
"13","Georgia","13013180205","Barrow County, GA - 13013180205","2021","0.64","",
"13","Georgia","13013180206","Barrow County, GA - 13013180206","2021","0.72","",
"13","Georgia","13013180301","Barrow County, GA - 13013180301","2021","0.72","",
"13","Georgia","13013180302","Barrow County, GA - 13013180302","2021","0.73","",
"13","Georgia","13013180303","Barrow County, GA - 13013180303","2021","0.74","",
"13","Georgia","13013180401","Barrow County, GA - 13013180401","2021","0.74","",
"13","Georgia","13013180402","Barrow County, GA - 13013180402","2021","0.73","",
"13","Georgia","13013180501","Barrow County, GA - 13013180501","2021","0.69","",
"13","Georgia","13013180502","Barrow County, GA - 13013180502","2021","0.74","",
"13","Georgia","13013180503","Barrow County, GA - 13013180503","2021","0.71","",
"13","Georgia","13015960101","Bartow County, GA - 13015960101","2021","0.75","",
"13","Georgia","13015960102","Bartow County, GA - 13015960102","2021","0.74","",
"13","Georgia","13015960200","Bartow County, GA - 13015960200","2021","0.73","",
"13","Georgia","13015960300","Bartow County, GA - 13015960300","2021","0.75","",
"13","Georgia","13015960401","Bartow County, GA - 13015960401","2021","0.63","",
"13","Georgia","13015960402","Bartow County, GA - 13015960402","2021","0.67","",
"13","Georgia","13015960500","Bartow County, GA - 13015960500","2021","0.71","",
"13","Georgia","13015960600","Bartow County, GA - 13015960600","2021","0.63","",
"13","Georgia","13015960700","Bartow County, GA - 13015960700","2021","0.66","",
"13","Georgia","13015960801","Bartow County, GA - 13015960801","2021","0.61","",
"13","Georgia","13015960802","Bartow County, GA - 13015960802","2021","0.60","",
"13","Georgia","13015960803","Bartow County, GA - 13015960803","2021","0.68","",
"13","Georgia","13015960901","Bartow County, GA - 13015960901","2021","0.70","",
"13","Georgia","13015960902","Bartow County, GA - 13015960902","2021","0.73","",
"13","Georgia","13015961000","Bartow County, GA - 13015961000","2021","0.73","",
"13","Georgia","13017960100","Ben Hill County, GA - 13017960100","2021","0.71","",
"13","Georgia","13017960200","Ben Hill County, GA - 13017960200","2021","0.70","",
"13","Georgia","13017960300","Ben Hill County, GA - 13017960300","2021","0.72","",
"13","Georgia","13017960400","Ben Hill County, GA - 13017960400","2021","0.67","",
"13","Georgia","13017960500","Ben Hill County, GA - 13017960500","2021","0.70","",
"13","Georgia","13019970100","Berrien County, GA - 13019970100","2021","0.71","",
"13","Georgia","13019970200","Berrien County, GA - 13019970200","2021","0.71","",
"13","Georgia","13019970300","Berrien County, GA - 13019970300","2021","0.72","",
"13","Georgia","13019970400","Berrien County, GA - 13019970400","2021","0.71","",
"13","Georgia","13019970500","Berrien County, GA - 13019970500","2021","0.71","",
"13","Georgia","13019970600","Berrien County, GA - 13019970600","2021","0.72","",
"13","Georgia","13021010100","Bibb County, GA - 13021010100","2021","0.55","",
"13","Georgia","13021010200","Bibb County, GA - 13021010200","2021","0.55","",
"13","Georgia","13021010300","Bibb County, GA - 13021010300","2021","0.52","",
"13","Georgia","13021010400","Bibb County, GA - 13021010400","2021","0.58","",
"13","Georgia","13021010500","Bibb County, GA - 13021010500","2021","0.45","",
"13","Georgia","13021010800","Bibb County, GA - 13021010800","2021","0.50","",
"13","Georgia","13021011000","Bibb County, GA - 13021011000","2021","0.69","",
"13","Georgia","13021011100","Bibb County, GA - 13021011100","2021","0.62","",
"13","Georgia","13021011500","Bibb County, GA - 13021011500","2021","0.55","",
"13","Georgia","13021011701","Bibb County, GA - 13021011701","2021","0.69","",
"13","Georgia","13021011702","Bibb County, GA - 13021011702","2021","0.66","",
"13","Georgia","13021011800","Bibb County, GA - 13021011800","2021","0.65","",
"13","Georgia","13021011900","Bibb County, GA - 13021011900","2021","0.60","",
"13","Georgia","13021012000","Bibb County, GA - 13021012000","2021","0.66","",
"13","Georgia","13021012101","Bibb County, GA - 13021012101","2021","0.67","",
"13","Georgia","13021012102","Bibb County, GA - 13021012102","2021","0.66","",
"13","Georgia","13021012200","Bibb County, GA - 13021012200","2021","0.65","",
"13","Georgia","13021012300","Bibb County, GA - 13021012300","2021","0.57","",
"13","Georgia","13021012400","Bibb County, GA - 13021012400","2021","0.67","",
"13","Georgia","13021012500","Bibb County, GA - 13021012500","2021","0.56","",
"13","Georgia","13021012600","Bibb County, GA - 13021012600","2021","0.60","",
"13","Georgia","13021012700","Bibb County, GA - 13021012700","2021","0.61","",
"13","Georgia","13021012800","Bibb County, GA - 13021012800","2021","0.60","",
"13","Georgia","13021012900","Bibb County, GA - 13021012900","2021","0.56","",
"13","Georgia","13021013101","Bibb County, GA - 13021013101","2021","0.67","",
"13","Georgia","13021013102","Bibb County, GA - 13021013102","2021","0.66","",
"13","Georgia","13021013201","Bibb County, GA - 13021013201","2021","0.60","",
"13","Georgia","13021013202","Bibb County, GA - 13021013202","2021","0.58","",
"13","Georgia","13021013302","Bibb County, GA - 13021013302","2021","0.70","",
"13","Georgia","13021013407","Bibb County, GA - 13021013407","2021","0.62","",
"13","Georgia","13021013408","Bibb County, GA - 13021013408","2021","0.66","",
"13","Georgia","13021013409","Bibb County, GA - 13021013409","2021","0.72","",
"13","Georgia","13021013410","Bibb County, GA - 13021013410","2021","0.69","",
"13","Georgia","13021013411","Bibb County, GA - 13021013411","2021","0.67","",
"13","Georgia","13021013502","Bibb County, GA - 13021013502","2021","0.67","",
"13","Georgia","13021013503","Bibb County, GA - 13021013503","2021","0.70","",
"13","Georgia","13021013504","Bibb County, GA - 13021013504","2021","0.66","",
"13","Georgia","13021013603","Bibb County, GA - 13021013603","2021","0.67","",
"13","Georgia","13021013604","Bibb County, GA - 13021013604","2021","0.72","",
"13","Georgia","13021013605","Bibb County, GA - 13021013605","2021","0.72","",
"13","Georgia","13021013606","Bibb County, GA - 13021013606","2021","0.69","",
"13","Georgia","13021013700","Bibb County, GA - 13021013700","2021","0.38","",
"13","Georgia","13021013800","Bibb County, GA - 13021013800","2021","0.59","",
"13","Georgia","13021013900","Bibb County, GA - 13021013900","2021","0.67","",
"13","Georgia","13023790100","Bleckley County, GA - 13023790100","2021","0.71","",
"13","Georgia","13023790200","Bleckley County, GA - 13023790200","2021","0.73","",
"13","Georgia","13023790300","Bleckley County, GA - 13023790300","2021","0.70","",
"13","Georgia","13025960100","Brantley County, GA - 13025960100","2021","0.67","",
"13","Georgia","13025960200","Brantley County, GA - 13025960200","2021","0.68","",
"13","Georgia","13025960300","Brantley County, GA - 13025960300","2021","0.67","",
"13","Georgia","13027960200","Brooks County, GA - 13027960200","2021","0.73","",
"13","Georgia","13027960300","Brooks County, GA - 13027960300","2021","0.74","",
"13","Georgia","13027960400","Brooks County, GA - 13027960400","2021","0.72","",
"13","Georgia","13027960500","Brooks County, GA - 13027960500","2021","0.73","",
"13","Georgia","13027960600","Brooks County, GA - 13027960600","2021","0.73","",
"13","Georgia","13029920101","Bryan County, GA - 13029920101","2021","0.67","",
"13","Georgia","13029920102","Bryan County, GA - 13029920102","2021","0.67","",
"13","Georgia","13029920301","Bryan County, GA - 13029920301","2021","0.68","",
"13","Georgia","13029920303","Bryan County, GA - 13029920303","2021","0.62","",
"13","Georgia","13029920305","Bryan County, GA - 13029920305","2021","0.62","",
"13","Georgia","13029920306","Bryan County, GA - 13029920306","2021","0.52","",
"13","Georgia","13029980000","Bryan County, GA - 13029980000","2021","0.68","",
"13","Georgia","13031110100","Bulloch County, GA - 13031110100","2021","0.70","",
"13","Georgia","13031110200","Bulloch County, GA - 13031110200","2021","0.69","",
"13","Georgia","13031110300","Bulloch County, GA - 13031110300","2021","0.68","",
"13","Georgia","13031110401","Bulloch County, GA - 13031110401","2021","0.64","",
"13","Georgia","13031110403","Bulloch County, GA - 13031110403","2021","0.57","",
"13","Georgia","13031110404","Bulloch County, GA - 13031110404","2021","0.57","",
"13","Georgia","13031110500","Bulloch County, GA - 13031110500","2021","0.55","",
"13","Georgia","13031110601","Bulloch County, GA - 13031110601","2021","0.68","",
"13","Georgia","13031110602","Bulloch County, GA - 13031110602","2021","0.71","",
"13","Georgia","13031110700","Bulloch County, GA - 13031110700","2021","0.69","",
"13","Georgia","13031110800","Bulloch County, GA - 13031110800","2021","0.69","",
"13","Georgia","13031110900","Bulloch County, GA - 13031110900","2021","0.68","",
"13","Georgia","13033950100","Burke County, GA - 13033950100","2021","0.70","",
"13","Georgia","13033950200","Burke County, GA - 13033950200","2021","0.72","",
"13","Georgia","13033950400","Burke County, GA - 13033950400","2021","0.72","",
"13","Georgia","13033950500","Burke County, GA - 13033950500","2021","0.71","",
"13","Georgia","13033950700","Burke County, GA - 13033950700","2021","0.69","",
"13","Georgia","13033950900","Burke County, GA - 13033950900","2021","0.74","",
"13","Georgia","13035150100","Butts County, GA - 13035150100","2021","0.73","",
"13","Georgia","13035150200","Butts County, GA - 13035150200","2021","0.73","",
"13","Georgia","13035150300","Butts County, GA - 13035150300","2021","0.73","",
"13","Georgia","13037950100","Calhoun County, GA - 13037950100","2021","0.75","",
"13","Georgia","13037950200","Calhoun County, GA - 13037950200","2021","0.73","",
"13","Georgia","13039010100","Camden County, GA - 13039010100","2021","0.63","",
"13","Georgia","13039010200","Camden County, GA - 13039010200","2021","0.57","",
"13","Georgia","13039010301","Camden County, GA - 13039010301","2021","0.69","",
"13","Georgia","13039010302","Camden County, GA - 13039010302","2021","0.70","",
"13","Georgia","13039010401","Camden County, GA - 13039010401","2021","0.65","",
"13","Georgia","13039010402","Camden County, GA - 13039010402","2021","0.45","",
"13","Georgia","13039010403","Camden County, GA - 13039010403","2021","0.56","",
"13","Georgia","13039010500","Camden County, GA - 13039010500","2021","0.43","",
"13","Georgia","13039010601","Camden County, GA - 13039010601","2021","0.53","",
"13","Georgia","13039010602","Camden County, GA - 13039010602","2021","0.40","",
"13","Georgia","13039990000","Camden County, GA - 13039990000","2021","0.05","",
"13","Georgia","13043950100","Candler County, GA - 13043950100","2021","0.68","",
"13","Georgia","13043950200","Candler County, GA - 13043950200","2021","0.67","",
"13","Georgia","13043950300","Candler County, GA - 13043950300","2021","0.69","",
"13","Georgia","13045910101","Carroll County, GA - 13045910101","2021","0.67","",
"13","Georgia","13045910103","Carroll County, GA - 13045910103","2021","0.72","",
"13","Georgia","13045910104","Carroll County, GA - 13045910104","2021","0.71","",
"13","Georgia","13045910200","Carroll County, GA - 13045910200","2021","0.74","",
"13","Georgia","13045910300","Carroll County, GA - 13045910300","2021","0.76","",
"13","Georgia","13045910400","Carroll County, GA - 13045910400","2021","0.77","",
"13","Georgia","13045910501","Carroll County, GA - 13045910501","2021","0.71","",
"13","Georgia","13045910502","Carroll County, GA - 13045910502","2021","0.62","",
"13","Georgia","13045910600","Carroll County, GA - 13045910600","2021","0.73","",
"13","Georgia","13045910701","Carroll County, GA - 13045910701","2021","0.72","",
"13","Georgia","13045910702","Carroll County, GA - 13045910702","2021","0.72","",
"13","Georgia","13045910703","Carroll County, GA - 13045910703","2021","0.70","",
"13","Georgia","13045910800","Carroll County, GA - 13045910800","2021","0.74","",
"13","Georgia","13045910900","Carroll County, GA - 13045910900","2021","0.75","",
"13","Georgia","13045911000","Carroll County, GA - 13045911000","2021","0.71","",
"13","Georgia","13045911100","Carroll County, GA - 13045911100","2021","0.72","",
"13","Georgia","13045911200","Carroll County, GA - 13045911200","2021","0.77","",
"13","Georgia","13047030100","Catoosa County, GA - 13047030100","2021","0.77","",
"13","Georgia","13047030201","Catoosa County, GA - 13047030201","2021","0.67","",
"13","Georgia","13047030202","Catoosa County, GA - 13047030202","2021","0.75","",
"13","Georgia","13047030301","Catoosa County, GA - 13047030301","2021","0.70","",
"13","Georgia","13047030303","Catoosa County, GA - 13047030303","2021","0.75","",
"13","Georgia","13047030304","Catoosa County, GA - 13047030304","2021","0.76","",
"13","Georgia","13047030401","Catoosa County, GA - 13047030401","2021","0.74","",
"13","Georgia","13047030402","Catoosa County, GA - 13047030402","2021","0.68","",
"13","Georgia","13047030500","Catoosa County, GA - 13047030500","2021","0.64","",
"13","Georgia","13047030600","Catoosa County, GA - 13047030600","2021","0.67","",
"13","Georgia","13047030700","Catoosa County, GA - 13047030700","2021","0.70","",
"13","Georgia","13049010100","Charlton County, GA - 13049010100","2021","0.68","",
"13","Georgia","13049010200","Charlton County, GA - 13049010200","2021","0.66","",
"13","Georgia","13051000100","Chatham County, GA - 13051000100","2021","0.37","",
"13","Georgia","13051000300","Chatham County, GA - 13051000300","2021","0.33","",
"13","Georgia","13051000601","Chatham County, GA - 13051000601","2021","0.50","",
"13","Georgia","13051000900","Chatham County, GA - 13051000900","2021","0.39","",
"13","Georgia","13051001100","Chatham County, GA - 13051001100","2021","0.56","",
"13","Georgia","13051001200","Chatham County, GA - 13051001200","2021","0.57","",
"13","Georgia","13051001500","Chatham County, GA - 13051001500","2021","0.39","",
"13","Georgia","13051002000","Chatham County, GA - 13051002000","2021","0.51","",
"13","Georgia","13051002100","Chatham County, GA - 13051002100","2021","0.53","",
"13","Georgia","13051002200","Chatham County, GA - 13051002200","2021","0.56","",
"13","Georgia","13051002300","Chatham County, GA - 13051002300","2021","0.53","",
"13","Georgia","13051002600","Chatham County, GA - 13051002600","2021","0.49","",
"13","Georgia","13051002700","Chatham County, GA - 13051002700","2021","0.53","",
"13","Georgia","13051002800","Chatham County, GA - 13051002800","2021","0.49","",
"13","Georgia","13051002900","Chatham County, GA - 13051002900","2021","0.57","",
"13","Georgia","13051003000","Chatham County, GA - 13051003000","2021","0.58","",
"13","Georgia","13051003301","Chatham County, GA - 13051003301","2021","0.53","",
"13","Georgia","13051003302","Chatham County, GA - 13051003302","2021","0.62","",
"13","Georgia","13051003400","Chatham County, GA - 13051003400","2021","0.51","",
"13","Georgia","13051003501","Chatham County, GA - 13051003501","2021","0.56","",
"13","Georgia","13051003502","Chatham County, GA - 13051003502","2021","0.57","",
"13","Georgia","13051003601","Chatham County, GA - 13051003601","2021","0.49","",
"13","Georgia","13051003602","Chatham County, GA - 13051003602","2021","0.57","",
"13","Georgia","13051003700","Chatham County, GA - 13051003700","2021","0.64","",
"13","Georgia","13051003800","Chatham County, GA - 13051003800","2021","0.54","",
"13","Georgia","13051003900","Chatham County, GA - 13051003900","2021","0.61","",
"13","Georgia","13051004001","Chatham County, GA - 13051004001","2021","0.57","",
"13","Georgia","13051004002","Chatham County, GA - 13051004002","2021","0.50","",
"13","Georgia","13051004100","Chatham County, GA - 13051004100","2021","0.50","",
"13","Georgia","13051004207","Chatham County, GA - 13051004207","2021","0.51","",
"13","Georgia","13051004208","Chatham County, GA - 13051004208","2021","0.56","",
"13","Georgia","13051004209","Chatham County, GA - 13051004209","2021","0.48","",
"13","Georgia","13051004210","Chatham County, GA - 13051004210","2021","0.55","",
"13","Georgia","13051004211","Chatham County, GA - 13051004211","2021","0.61","",
"13","Georgia","13051004212","Chatham County, GA - 13051004212","2021","0.54","",
"13","Georgia","13051004300","Chatham County, GA - 13051004300","2021","0.57","",
"13","Georgia","13051004400","Chatham County, GA - 13051004400","2021","0.59","",
"13","Georgia","13051004500","Chatham County, GA - 13051004500","2021","0.58","",
"13","Georgia","13051010101","Chatham County, GA - 13051010101","2021","0.43","",
"13","Georgia","13051010102","Chatham County, GA - 13051010102","2021","0.41","",
"13","Georgia","13051010200","Chatham County, GA - 13051010200","2021","0.58","",
"13","Georgia","13051010501","Chatham County, GA - 13051010501","2021","0.58","",
"13","Georgia","13051010502","Chatham County, GA - 13051010502","2021","0.65","",
"13","Georgia","13051010601","Chatham County, GA - 13051010601","2021","0.56","",
