"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"10","Delaware","10001040100","Kent County, DE - 10001040100","2021","0.81","",
"10","Delaware","10001040201","Kent County, DE - 10001040201","2021","0.69","",
"10","Delaware","10001040202","Kent County, DE - 10001040202","2021","0.70","",
"10","Delaware","10001040203","Kent County, DE - 10001040203","2021","0.77","",
"10","Delaware","10001040501","Kent County, DE - 10001040501","2021","0.61","",
"10","Delaware","10001040502","Kent County, DE - 10001040502","2021","0.77","",
"10","Delaware","10001040700","Kent County, DE - 10001040700","2021","0.70","",
"10","Delaware","10001040900","Kent County, DE - 10001040900","2021","0.52","",
"10","Delaware","10001041000","Kent County, DE - 10001041000","2021","0.72","",
"10","Delaware","10001041100","Kent County, DE - 10001041100","2021","0.57","",
"10","Delaware","10001041200","Kent County, DE - 10001041200","2021","0.61","",
"10","Delaware","10001041300","Kent County, DE - 10001041300","2021","0.52","",
"10","Delaware","10001041400","Kent County, DE - 10001041400","2021","0.59","",
"10","Delaware","10001041500","Kent County, DE - 10001041500","2021","0.63","",
"10","Delaware","10001041600","Kent County, DE - 10001041600","2021","0.63","",
"10","Delaware","10001041701","Kent County, DE - 10001041701","2021","0.67","",
"10","Delaware","10001041702","Kent County, DE - 10001041702","2021","0.68","",
"10","Delaware","10001041801","Kent County, DE - 10001041801","2021","0.75","",
"10","Delaware","10001041802","Kent County, DE - 10001041802","2021","0.76","",
"10","Delaware","10001041900","Kent County, DE - 10001041900","2021","0.80","",
"10","Delaware","10001042000","Kent County, DE - 10001042000","2021","0.80","",
"10","Delaware","10001042100","Kent County, DE - 10001042100","2021","0.79","",
"10","Delaware","10001042201","Kent County, DE - 10001042201","2021","0.72","",
"10","Delaware","10001042202","Kent County, DE - 10001042202","2021","0.77","",
"10","Delaware","10001042500","Kent County, DE - 10001042500","2021","0.65","",
"10","Delaware","10001042800","Kent County, DE - 10001042800","2021","0.79","",
"10","Delaware","10001042900","Kent County, DE - 10001042900","2021","0.78","",
"10","Delaware","10001043000","Kent County, DE - 10001043000","2021","0.75","",
"10","Delaware","10001043100","Kent County, DE - 10001043100","2021","0.80","",
"10","Delaware","10001043202","Kent County, DE - 10001043202","2021","0.62","",
"10","Delaware","10001043300","Kent County, DE - 10001043300","2021","0.59","",
"10","Delaware","10001043400","Kent County, DE - 10001043400","2021","0.76","",
"10","Delaware","10001990000","Kent County, DE - 10001990000","2021","0.03","",
"10","Delaware","10003000200","New Castle County, DE - 10003000200","2021","0.54","",
"10","Delaware","10003000300","New Castle County, DE - 10003000300","2021","0.47","",
"10","Delaware","10003000400","New Castle County, DE - 10003000400","2021","0.57","",
"10","Delaware","10003000500","New Castle County, DE - 10003000500","2021","0.46","",
"10","Delaware","10003000601","New Castle County, DE - 10003000601","2021","0.50","",
"10","Delaware","10003000602","New Castle County, DE - 10003000602","2021","0.44","",
"10","Delaware","10003000900","New Castle County, DE - 10003000900","2021","0.36","",
"10","Delaware","10003001100","New Castle County, DE - 10003001100","2021","0.53","",
"10","Delaware","10003001200","New Castle County, DE - 10003001200","2021","0.40","",
"10","Delaware","10003001300","New Castle County, DE - 10003001300","2021","0.63","",
"10","Delaware","10003001400","New Castle County, DE - 10003001400","2021","0.37","",
"10","Delaware","10003001500","New Castle County, DE - 10003001500","2021","0.50","",
"10","Delaware","10003001600","New Castle County, DE - 10003001600","2021","0.38","",
"10","Delaware","10003001902","New Castle County, DE - 10003001902","2021","0.37","",
